customer_id,orders_last_30d,orders_last_90d,total_spend_90d,avg_order_value_90d,category_diversity_90d,avg_quantity_per_order,days_since_last_order,customer_tenure_days,favorite_category,label
C02653,0,0,0.0,0.0,0,0.0,181.0,409.0,unknown,0
C02654,0,0,0.0,0.0,0,0.0,97.0,219.0,unknown,0
C02655,2,5,4317.05,863.4100000000001,2,1.4,16.0,333.0,Electronics,1
C02656,2,2,754.34,377.17,2,2.0,17.0,410.0,Fashion,1
C02657,0,0,0.0,0.0,0,0.0,374.0,431.0,unknown,0
C02658,0,6,1465.1599999999999,244.1933333333333,4,1.5,35.0,450.0,Books,1
C02659,1,3,651.78,217.26,3,1.6666666666666667,9.0,371.0,Books,1
C02660,0,0,0.0,0.0,0,0.0,133.0,407.0,unknown,0
C02661,0,0,0.0,0.0,0,0.0,216.0,399.0,unknown,0
C02662,0,0,0.0,0.0,0,0.0,139.0,434.0,unknown,0
C02663,0,0,0.0,0.0,0,0.0,206.0,431.0,unknown,0
C02664,0,0,0.0,0.0,0,0.0,245.0,388.0,unknown,0
C02665,1,1,605.62,605.62,1,4.0,5.0,306.0,Books,0
C02666,0,0,0.0,0.0,0,0.0,290.0,290.0,unknown,0
C02667,0,0,0.0,0.0,0,0.0,99.0,430.0,unknown,0
C02668,0,1,57.68,57.68,1,1.0,87.0,407.0,Fashion,1
C02669,0,1,204.95,204.95,1,1.0,51.0,320.0,Fashion,1
C02670,3,8,7038.200000000001,879.7750000000001,6,2.125,3.0,361.0,Electronics,1
C02671,0,0,0.0,0.0,0,0.0,202.0,327.0,unknown,0
C02672,3,6,3296.6000000000004,549.4333333333334,4,2.1666666666666665,7.0,387.0,Home,1
C02673,0,0,0.0,0.0,0,0.0,119.0,344.0,unknown,0
C02674,2,2,450.51,225.255,2,1.0,16.0,400.0,Electronics,1
C02675,0,1,16.55,16.55,1,1.0,58.0,300.0,Books,1
C02676,1,1,658.67,658.67,1,1.0,21.0,373.0,Electronics,0
C02677,2,4,2040.97,510.2425,4,1.75,13.0,339.0,Books,0
C02678,0,1,8.6,8.6,1,1.0,54.0,388.0,Grocery,1
C02679,0,2,214.04,107.02,2,1.0,68.0,390.0,Beauty,0
C02680,0,0,0.0,0.0,0,0.0,375.0,397.0,unknown,0
C02681,2,2,675.28,337.64,2,1.5,13.0,386.0,Electronics,1
C02682,0,0,0.0,0.0,0,0.0,134.0,346.0,unknown,0
C02683,0,1,58.02,58.02,1,2.0,79.0,452.0,Grocery,1
C02684,0,0,0.0,0.0,0,0.0,149.0,200.0,unknown,0
C02685,0,0,0.0,0.0,0,0.0,191.0,396.0,unknown,0
C02686,0,0,0.0,0.0,0,0.0,207.0,391.0,unknown,0
C02687,0,1,113.5,113.5,1,1.0,59.0,169.0,Sports,0
C02688,1,1,272.11,272.11,1,2.0,1.0,301.0,Sports,0
C02689,0,0,0.0,0.0,0,0.0,130.0,447.0,unknown,0
C02690,2,3,763.26,254.42,3,1.6666666666666667,5.0,391.0,Books,0
C02691,1,1,188.38,188.38,1,1.0,4.0,408.0,Home,0
C02692,0,0,0.0,0.0,0,0.0,360.0,360.0,unknown,0
C02693,1,1,77.86,77.86,1,1.0,15.0,448.0,Fashion,1
C02694,0,0,0.0,0.0,0,0.0,196.0,268.0,unknown,1
C02695,0,3,1101.8200000000002,367.27333333333337,3,2.0,31.0,340.0,Beauty,1
C02696,1,3,387.56,129.18666666666667,2,2.0,22.0,443.0,Beauty,0
C02697,0,1,236.48,236.48,1,1.0,60.0,419.0,Electronics,0
C02698,1,1,1929.59,1929.59,1,3.0,4.0,408.0,Electronics,1
C02699,0,0,0.0,0.0,0,0.0,125.0,360.0,unknown,0
C02700,1,5,391.65,78.33,3,1.4,24.0,401.0,Grocery,1
C02701,0,2,690.25,345.125,2,1.0,44.0,422.0,Electronics,0
C02702,0,1,632.99,632.99,1,4.0,48.0,398.0,Fashion,1
C02703,0,0,0.0,0.0,0,0.0,131.0,430.0,unknown,0
C02704,1,2,271.24,135.62,2,1.0,1.0,372.0,Fashion,1
C02705,0,0,0.0,0.0,0,0.0,304.0,416.0,unknown,0
C02706,5,11,5349.87,486.35181818181815,7,1.6363636363636365,8.0,427.0,Home,1
C02707,0,0,0.0,0.0,0,0.0,196.0,383.0,unknown,0
C02708,0,0,0.0,0.0,0,0.0,219.0,422.0,unknown,0
C02709,1,3,322.33,107.44333333333333,3,1.0,28.0,373.0,Fashion,1
C02710,0,1,128.07,128.07,1,1.0,58.0,361.0,Fashion,0
C02711,2,7,514.8199999999999,73.54571428571428,4,1.2857142857142858,5.0,409.0,Beauty,1
C02712,0,0,0.0,0.0,0,0.0,303.0,428.0,unknown,0
C02713,0,0,0.0,0.0,0,0.0,259.0,447.0,unknown,0
C02714,2,6,939.02,156.50333333333333,5,1.5,6.0,434.0,Fashion,0
C02715,0,0,0.0,0.0,0,0.0,111.0,385.0,unknown,0
C02716,0,0,0.0,0.0,0,0.0,227.0,438.0,unknown,0
C02717,0,0,0.0,0.0,0,0.0,185.0,207.0,unknown,0
C02718,1,1,8.56,8.56,1,1.0,23.0,406.0,Grocery,0
C02719,3,3,126.06,42.02,3,1.3333333333333333,12.0,440.0,Books,0
C02720,0,0,0.0,0.0,0,0.0,94.0,303.0,unknown,0
C02721,0,0,0.0,0.0,0,0.0,94.0,338.0,unknown,1
C02722,0,0,0.0,0.0,0,0.0,133.0,386.0,unknown,1
C02723,0,0,0.0,0.0,0,0.0,297.0,383.0,unknown,0
C02724,1,4,4317.07,1079.2675,3,2.5,27.0,288.0,Electronics,0
C02725,0,0,0.0,0.0,0,0.0,91.0,431.0,unknown,0
C02726,0,0,0.0,0.0,0,0.0,101.0,353.0,unknown,0
C02727,0,0,0.0,0.0,0,0.0,106.0,423.0,unknown,0
C02728,1,4,418.51,104.6275,3,1.0,21.0,424.0,Home,0
C02729,0,0,0.0,0.0,0,0.0,106.0,433.0,unknown,0
C02730,0,0,0.0,0.0,0,0.0,92.0,415.0,unknown,1
C02731,0,1,201.37,201.37,1,1.0,39.0,399.0,Fashion,1
C02732,0,0,0.0,0.0,0,0.0,323.0,327.0,unknown,0
C02733,1,1,13.97,13.97,1,1.0,15.0,399.0,Grocery,0
C02734,0,0,0.0,0.0,0,0.0,107.0,444.0,unknown,0
C02735,0,0,0.0,0.0,0,0.0,241.0,349.0,unknown,0
C02736,2,4,1879.4199999999998,469.85499999999996,4,1.25,18.0,249.0,Books,1
C02737,0,0,0.0,0.0,0,0.0,313.0,442.0,unknown,0
C02738,0,1,903.86,903.86,1,2.0,69.0,370.0,Electronics,0
C02739,1,2,921.91,460.955,2,2.0,1.0,382.0,Electronics,0
C02740,1,2,66.99,33.495,2,1.0,24.0,258.0,Books,0
C02741,2,4,457.65,114.4125,3,1.5,28.0,430.0,Sports,1
C02742,0,3,724.44,241.48000000000002,3,1.6666666666666667,31.0,308.0,Beauty,1
C02743,1,3,222.36,74.12,3,1.3333333333333333,23.0,443.0,Books,1
C02744,0,0,0.0,0.0,0,0.0,171.0,425.0,unknown,0
C02745,0,1,137.81,137.81,1,2.0,79.0,434.0,Fashion,0
C02746,0,0,0.0,0.0,0,0.0,124.0,402.0,unknown,0
C02747,0,0,0.0,0.0,0,0.0,350.0,423.0,unknown,0
C02748,0,0,0.0,0.0,0,0.0,283.0,449.0,unknown,0
C02749,0,0,0.0,0.0,0,0.0,166.0,346.0,unknown,0
C02750,0,3,168.62,56.20666666666667,2,2.0,43.0,429.0,Grocery,1
C02751,0,0,0.0,0.0,0,0.0,280.0,408.0,unknown,0
C02752,0,0,0.0,0.0,0,0.0,141.0,418.0,unknown,0
C02753,0,0,0.0,0.0,0,0.0,215.0,360.0,unknown,0
C02754,0,4,1292.81,323.2025,4,1.25,39.0,408.0,Beauty,0
C02755,0,1,39.74,39.74,1,1.0,59.0,368.0,Fashion,0
C02756,1,2,219.68,109.84,2,2.0,11.0,357.0,Fashion,1
C02757,0,1,156.05,156.05,1,1.0,34.0,258.0,Electronics,1
C02758,1,1,131.94,131.94,1,2.0,2.0,433.0,Fashion,0
C02759,0,0,0.0,0.0,0,0.0,183.0,414.0,unknown,0
C02760,1,1,36.81,36.81,1,1.0,20.0,386.0,Beauty,0
C02761,1,2,165.33,82.665,2,1.5,26.0,434.0,Fashion,0
C02762,0,0,0.0,0.0,0,0.0,146.0,323.0,unknown,0
C02763,4,9,1030.97,114.55222222222223,6,1.2222222222222223,6.0,446.0,Fashion,1
C02764,0,1,15.04,15.04,1,1.0,40.0,433.0,Beauty,0
C02765,0,1,50.92,50.92,1,2.0,85.0,425.0,Grocery,0
C02766,1,1,850.0,850.0,1,1.0,2.0,437.0,Electronics,0
C02767,2,3,2627.08,875.6933333333333,3,2.0,5.0,368.0,Electronics,1
C02768,0,1,142.78,142.78,1,5.0,61.0,184.0,Sports,0
C02769,1,3,136.41,45.47,2,1.3333333333333333,17.0,436.0,Beauty,0
C02770,1,1,579.56,579.56,1,1.0,23.0,349.0,Electronics,0
C02771,0,1,31.32,31.32,1,2.0,70.0,319.0,Grocery,0
C02772,0,1,33.91,33.91,1,1.0,55.0,331.0,Fashion,0
C02773,0,0,0.0,0.0,0,0.0,120.0,224.0,unknown,0
C02774,1,3,205.36,68.45333333333333,3,1.0,10.0,408.0,Beauty,1
C02775,0,0,0.0,0.0,0,0.0,186.0,403.0,unknown,0
C02776,0,0,0.0,0.0,0,0.0,164.0,400.0,unknown,0
C02777,0,2,401.36999999999995,200.68499999999997,2,2.5,52.0,375.0,Books,0
C02778,1,1,117.08,117.08,1,2.0,0.0,262.0,Books,1
C02779,0,0,0.0,0.0,0,0.0,301.0,446.0,unknown,0
C02780,1,1,174.39,174.39,1,2.0,3.0,428.0,Toys,1
C02781,0,1,139.69,139.69,1,1.0,65.0,371.0,Home,1
C02782,0,0,0.0,0.0,0,0.0,229.0,236.0,unknown,1
C02783,0,1,367.63,367.63,1,4.0,89.0,370.0,Sports,0
C02784,0,0,0.0,0.0,0,0.0,313.0,447.0,unknown,0
C02785,0,0,0.0,0.0,0,0.0,118.0,412.0,unknown,0
C02786,0,0,0.0,0.0,0,0.0,174.0,174.0,unknown,0
C02787,0,2,233.97,116.985,2,1.0,44.0,370.0,Electronics,0
C02788,1,1,230.72,230.72,1,2.0,3.0,375.0,Sports,0
C02789,1,3,206.01999999999998,68.67333333333333,3,1.0,0.0,320.0,Beauty,0
C02790,0,0,0.0,0.0,0,0.0,252.0,438.0,unknown,0
C02791,2,4,158.64,39.66,4,1.0,0.0,449.0,Beauty,1
C02792,3,6,220.0,36.666666666666664,5,1.1666666666666667,1.0,410.0,Beauty,1
C02793,3,4,734.55,183.6375,3,2.0,12.0,429.0,Books,0
C02794,0,1,150.59,150.59,1,2.0,84.0,377.0,Fashion,0
C02795,0,1,976.32,976.32,1,2.0,79.0,391.0,Electronics,0
C02796,0,3,457.82,152.60666666666665,2,1.0,49.0,385.0,Beauty,0
C02797,0,0,0.0,0.0,0,0.0,196.0,419.0,unknown,0
C02798,0,1,156.15,156.15,1,2.0,67.0,399.0,Fashion,0
C02799,1,2,130.51,65.255,2,1.0,11.0,321.0,Electronics,1
C02800,0,1,307.41,307.41,1,1.0,46.0,391.0,Electronics,1
C02801,0,1,52.98,52.98,1,1.0,88.0,88.0,Fashion,1
C02802,1,2,795.1700000000001,397.58500000000004,2,1.0,2.0,379.0,Books,0
C02803,2,6,608.24,101.37333333333333,5,1.6666666666666667,5.0,434.0,Electronics,1
C02804,0,1,142.13,142.13,1,3.0,88.0,450.0,Fashion,0
C02805,0,0,0.0,0.0,0,0.0,240.0,439.0,unknown,0
C02806,0,0,0.0,0.0,0,0.0,241.0,340.0,unknown,0
C02807,0,0,0.0,0.0,0,0.0,246.0,347.0,unknown,0
C02808,1,1,48.86,48.86,1,1.0,15.0,116.0,Grocery,0
C02809,0,0,0.0,0.0,0,0.0,100.0,448.0,unknown,0
C02810,1,4,508.14,127.035,4,1.75,4.0,421.0,Beauty,1
C02811,0,3,146.89,48.96333333333333,2,1.6666666666666667,32.0,444.0,Beauty,0
C02812,0,0,0.0,0.0,0,0.0,182.0,400.0,unknown,0
C02813,1,3,1193.55,397.84999999999997,2,1.6666666666666667,5.0,329.0,Fashion,1
C02814,1,1,46.26,46.26,1,1.0,13.0,338.0,Home,0
C02815,4,7,1176.77,168.10999999999999,4,1.2857142857142858,6.0,434.0,Beauty,1
C02816,0,0,0.0,0.0,0,0.0,116.0,431.0,unknown,1
C02817,0,0,0.0,0.0,0,0.0,174.0,244.0,unknown,0
C02818,0,1,52.13,52.13,1,3.0,66.0,356.0,Grocery,0
C02819,5,10,2993.07,299.307,7,2.1,5.0,316.0,Home,1
C02820,0,2,563.6,281.8,2,2.5,35.0,293.0,Home,0
C02821,0,0,0.0,0.0,0,0.0,206.0,446.0,unknown,0
C02822,0,1,622.79,622.79,1,2.0,57.0,370.0,Electronics,0
C02823,0,2,312.96000000000004,156.48000000000002,2,1.5,43.0,417.0,Home,0
C02824,0,0,0.0,0.0,0,0.0,91.0,275.0,unknown,0
C02825,0,0,0.0,0.0,0,0.0,92.0,386.0,unknown,0
C02826,1,1,220.68,220.68,1,1.0,17.0,401.0,Electronics,0
C02827,4,5,2082.54,416.508,3,3.0,1.0,269.0,Electronics,0
C02828,0,0,0.0,0.0,0,0.0,174.0,450.0,unknown,0
C02829,0,0,0.0,0.0,0,0.0,99.0,357.0,unknown,0
C02830,0,1,169.28,169.28,1,1.0,60.0,428.0,Home,1
C02831,0,0,0.0,0.0,0,0.0,116.0,357.0,unknown,0
C02832,1,4,3271.92,817.98,4,2.75,24.0,185.0,Beauty,1
C02833,4,8,4926.259999999999,615.7824999999999,5,2.0,0.0,226.0,Home,1
C02834,0,1,68.31,68.31,1,1.0,79.0,426.0,Sports,1
C02835,0,2,503.57000000000005,251.78500000000003,2,2.0,46.0,273.0,Books,0
C02836,0,0,0.0,0.0,0,0.0,136.0,441.0,unknown,1
C02837,0,1,25.93,25.93,1,1.0,81.0,306.0,Grocery,0
C02838,0,0,0.0,0.0,0,0.0,196.0,444.0,unknown,0
C02839,0,0,0.0,0.0,0,0.0,119.0,429.0,unknown,0
C02840,0,1,24.05,24.05,1,1.0,60.0,433.0,Toys,1
C02841,0,0,0.0,0.0,0,0.0,129.0,325.0,unknown,0
C02842,1,3,4271.24,1423.7466666666667,2,2.0,29.0,407.0,Electronics,0
C02843,0,2,249.23,124.615,2,1.0,78.0,360.0,Fashion,1
C02844,0,0,0.0,0.0,0,0.0,171.0,421.0,unknown,0
C02845,0,0,0.0,0.0,0,0.0,323.0,422.0,unknown,0
C02846,0,2,262.93,131.465,2,1.5,33.0,220.0,Fashion,0
C02847,0,0,0.0,0.0,0,0.0,91.0,440.0,unknown,0
C02848,0,1,35.38,35.38,1,1.0,56.0,448.0,Beauty,0
C02849,1,4,146.6,36.65,3,1.25,0.0,258.0,Grocery,0
C02850,0,1,83.15,83.15,1,1.0,78.0,405.0,Fashion,0
C02851,0,0,0.0,0.0,0,0.0,381.0,395.0,unknown,0
C02852,0,0,0.0,0.0,0,0.0,111.0,229.0,unknown,0
C02853,0,0,0.0,0.0,0,0.0,213.0,251.0,unknown,0
C02854,0,0,0.0,0.0,0,0.0,263.0,329.0,unknown,0
C02855,0,0,0.0,0.0,0,0.0,113.0,392.0,unknown,1
C02856,0,2,227.32999999999998,113.66499999999999,2,2.0,44.0,428.0,Books,1
C02857,0,1,74.07,74.07,1,2.0,40.0,359.0,Books,0
C02858,1,3,2353.23,784.41,2,2.0,0.0,405.0,Electronics,1
C02859,0,1,83.79,83.79,1,1.0,56.0,405.0,Fashion,0
C02860,1,4,2198.61,549.6525,3,2.5,12.0,385.0,Electronics,0
C02861,0,1,393.54,393.54,1,1.0,35.0,356.0,Home,0
C02862,0,0,0.0,0.0,0,0.0,102.0,410.0,unknown,0
C02863,0,0,0.0,0.0,0,0.0,224.0,389.0,unknown,0
C02864,0,1,91.62,91.62,1,1.0,79.0,317.0,Fashion,0
C02865,0,2,1149.13,574.565,2,4.5,64.0,308.0,Home,0
C02866,0,0,0.0,0.0,0,0.0,102.0,410.0,unknown,0
C02867,1,1,102.19,102.19,1,1.0,26.0,295.0,Fashion,0
C02868,1,2,711.69,355.845,1,1.0,10.0,415.0,Electronics,0
C02869,1,1,61.47,61.47,1,4.0,8.0,347.0,Beauty,1
C02870,0,1,35.92,35.92,1,1.0,80.0,427.0,Beauty,0
C02871,0,1,874.14,874.14,1,3.0,64.0,364.0,Electronics,0
C02872,0,0,0.0,0.0,0,0.0,253.0,321.0,unknown,1
C02873,0,4,214.09,53.5225,3,1.5,34.0,405.0,Fashion,0
C02874,0,0,0.0,0.0,0,0.0,199.0,322.0,unknown,0
C02875,1,1,82.36,82.36,1,2.0,29.0,444.0,Grocery,1
C02876,0,0,0.0,0.0,0,0.0,193.0,445.0,unknown,0
C02877,0,0,0.0,0.0,0,0.0,150.0,421.0,unknown,0
C02878,1,3,1219.3400000000001,406.4466666666667,3,2.0,12.0,348.0,Beauty,0
C02879,1,2,118.14999999999999,59.074999999999996,1,2.0,21.0,338.0,Grocery,0
C02880,1,3,590.05,196.6833333333333,2,2.0,16.0,432.0,Grocery,0
C02881,1,1,21.17,21.17,1,1.0,23.0,349.0,Books,0
C02882,1,4,482.85,120.7125,3,1.25,27.0,430.0,Sports,1
C02883,0,3,941.9200000000001,313.97333333333336,2,1.3333333333333333,38.0,408.0,Electronics,0
C02884,0,0,0.0,0.0,0,0.0,92.0,131.0,unknown,0
C02885,0,1,218.31,218.31,1,2.0,32.0,445.0,Fashion,0
C02886,0,0,0.0,0.0,0,0.0,269.0,451.0,unknown,0
C02887,4,5,1652.98,330.596,4,2.0,0.0,418.0,Grocery,0
C02888,0,1,102.26,102.26,1,1.0,88.0,435.0,Sports,0
C02889,0,1,74.96,74.96,1,2.0,40.0,331.0,Beauty,0
C02890,1,2,165.69,82.845,2,1.0,15.0,443.0,Fashion,1
C02891,1,2,148.98000000000002,74.49000000000001,1,1.5,21.0,446.0,Beauty,1
C02892,0,1,60.47,60.47,1,1.0,83.0,421.0,Beauty,0
C02893,0,0,0.0,0.0,0,0.0,335.0,335.0,unknown,0
C02894,0,0,0.0,0.0,0,0.0,226.0,362.0,unknown,0
C02895,0,2,398.46000000000004,199.23000000000002,2,1.0,46.0,449.0,Electronics,0
C02896,0,0,0.0,0.0,0,0.0,184.0,429.0,unknown,1
C02897,0,0,0.0,0.0,0,0.0,266.0,266.0,unknown,0
C02898,1,1,21.06,21.06,1,1.0,29.0,439.0,Books,0
C02899,0,0,0.0,0.0,0,0.0,127.0,279.0,unknown,0
C02900,0,2,466.18,233.09,2,1.0,45.0,295.0,Electronics,1
C02901,0,0,0.0,0.0,0,0.0,141.0,426.0,unknown,0
C02902,0,2,97.34,48.67,2,1.0,45.0,338.0,Beauty,0
C02903,1,2,846.94,423.47,1,1.0,12.0,441.0,Electronics,1
C02904,0,0,0.0,0.0,0,0.0,221.0,440.0,unknown,1
C02905,0,0,0.0,0.0,0,0.0,219.0,452.0,unknown,0
C02906,0,1,79.71,79.71,1,1.0,64.0,317.0,Beauty,0
C02907,1,3,585.4,195.13333333333333,2,1.3333333333333333,17.0,440.0,Beauty,1
C02908,1,4,715.49,178.8725,3,1.25,19.0,352.0,Fashion,0
C02909,0,0,0.0,0.0,0,0.0,102.0,275.0,unknown,1
C02910,0,0,0.0,0.0,0,0.0,102.0,391.0,unknown,0
C02911,0,1,68.59,68.59,1,2.0,72.0,340.0,Beauty,0
C02912,0,0,0.0,0.0,0,0.0,93.0,308.0,unknown,1
C02913,0,0,0.0,0.0,0,0.0,177.0,179.0,unknown,0
C02914,1,2,891.91,445.955,2,1.0,1.0,387.0,Electronics,0
C02915,2,2,5635.12,2817.56,2,2.0,27.0,187.0,Electronics,1
C02916,1,2,263.97,131.985,2,1.5,10.0,448.0,Beauty,1
C02917,0,0,0.0,0.0,0,0.0,298.0,367.0,unknown,0
C02918,1,1,30.17,30.17,1,1.0,21.0,201.0,Beauty,0
C02919,1,2,59.04,29.52,2,1.0,3.0,452.0,Beauty,0
C02920,2,2,217.66000000000003,108.83000000000001,2,2.0,17.0,386.0,Beauty,0
C02921,0,0,0.0,0.0,0,0.0,156.0,391.0,unknown,1
C02922,2,4,580.0799999999999,145.01999999999998,4,1.25,14.0,451.0,Beauty,1
C02923,1,6,1223.6100000000001,203.93500000000003,3,1.3333333333333333,13.0,423.0,Grocery,0
C02924,0,2,573.8199999999999,286.90999999999997,2,2.5,44.0,366.0,Books,0
C02925,0,1,48.06,48.06,1,1.0,76.0,414.0,Beauty,0
C02926,0,0,0.0,0.0,0,0.0,241.0,391.0,unknown,0
C02927,1,3,564.13,188.04333333333332,3,1.6666666666666667,9.0,434.0,Electronics,0
C02928,0,1,53.31,53.31,1,1.0,74.0,403.0,Books,0
C02929,0,0,0.0,0.0,0,0.0,339.0,413.0,unknown,0
C02930,0,0,0.0,0.0,0,0.0,268.0,354.0,unknown,0
C02931,0,1,847.22,847.22,1,1.0,78.0,419.0,Electronics,1
C02932,0,0,0.0,0.0,0,0.0,206.0,441.0,unknown,0
C02933,1,2,586.7,293.35,2,1.5,3.0,402.0,Fashion,0
C02934,0,1,15.73,15.73,1,1.0,36.0,409.0,Grocery,0
C02935,0,1,60.46,60.46,1,1.0,52.0,395.0,Fashion,0
C02936,0,1,317.39,317.39,1,1.0,84.0,333.0,Electronics,1
C02937,0,0,0.0,0.0,0,0.0,391.0,391.0,unknown,0
C02938,1,3,596.12,198.70666666666668,3,1.0,19.0,451.0,Beauty,1
C02939,0,0,0.0,0.0,0,0.0,335.0,429.0,unknown,0
C02940,0,1,359.11,359.11,1,4.0,88.0,409.0,Electronics,0
C02941,2,2,90.5,45.25,2,1.5,6.0,321.0,Beauty,0
C02942,0,0,0.0,0.0,0,0.0,324.0,419.0,unknown,0
C02943,0,3,256.69,85.56333333333333,3,2.3333333333333335,64.0,437.0,Fashion,0
C02944,1,1,53.54,53.54,1,1.0,19.0,447.0,Grocery,0
C02945,0,0,0.0,0.0,0,0.0,177.0,437.0,unknown,0
C02946,0,1,156.74,156.74,1,3.0,68.0,330.0,Beauty,1
C02947,0,0,0.0,0.0,0,0.0,304.0,413.0,unknown,0
C02948,0,3,135.02,45.00666666666667,3,1.3333333333333333,49.0,439.0,Beauty,0
C02949,0,0,0.0,0.0,0,0.0,138.0,411.0,unknown,0
C02950,0,2,207.72,103.86,2,1.0,40.0,370.0,Fashion,0
C02951,0,1,73.13,73.13,1,1.0,59.0,351.0,Fashion,0
C02952,0,2,232.56,116.28,2,1.0,37.0,356.0,Fashion,1
C02953,2,5,1169.36,233.87199999999999,4,1.4,10.0,375.0,Fashion,1
C02954,0,1,193.53,193.53,1,1.0,45.0,379.0,Fashion,0
C02955,1,3,147.41,49.13666666666666,2,1.0,11.0,292.0,Beauty,0
C02956,0,1,106.31,106.31,1,1.0,64.0,422.0,Fashion,0
C02957,0,3,176.24,58.74666666666667,2,2.3333333333333335,42.0,370.0,Books,0
C02958,1,1,203.06,203.06,1,1.0,8.0,443.0,Fashion,0
C02959,0,0,0.0,0.0,0,0.0,141.0,444.0,unknown,0
C02960,1,3,1198.46,399.4866666666667,3,2.0,6.0,388.0,Books,1
C02961,1,3,1138.32,379.44,3,2.6666666666666665,18.0,258.0,Beauty,1
C02962,0,2,143.7,71.85,2,1.5,46.0,444.0,Beauty,0
C02963,1,2,161.85,80.925,2,1.0,19.0,451.0,Sports,1
C02964,0,1,167.58,167.58,1,1.0,55.0,344.0,Electronics,0
C02965,0,0,0.0,0.0,0,0.0,201.0,399.0,unknown,0
C02966,1,4,143.99,35.9975,2,1.75,19.0,221.0,Grocery,0
C02967,0,0,0.0,0.0,0,0.0,160.0,452.0,unknown,0
C02968,0,0,0.0,0.0,0,0.0,251.0,444.0,unknown,0
C02969,0,3,566.8,188.9333333333333,2,1.3333333333333333,31.0,300.0,Home,0
C02970,0,0,0.0,0.0,0,0.0,320.0,443.0,unknown,0
C02971,1,1,1536.47,1536.47,1,2.0,0.0,362.0,Electronics,1
C02972,1,2,140.18,70.09,2,2.0,2.0,445.0,Beauty,0
C02973,5,7,1042.54,148.93428571428572,4,1.2857142857142858,16.0,450.0,Sports,1
C02974,1,4,313.79,78.4475,3,1.25,27.0,381.0,Grocery,1
C02975,0,0,0.0,0.0,0,0.0,178.0,367.0,unknown,0
C02976,1,2,388.87,194.435,2,2.0,27.0,229.0,Beauty,0
C02977,0,1,708.33,708.33,1,3.0,80.0,295.0,Sports,1
C02978,0,0,0.0,0.0,0,0.0,158.0,377.0,unknown,0
C02979,1,3,161.0,53.666666666666664,2,1.0,29.0,394.0,Sports,0
C02980,0,0,0.0,0.0,0,0.0,128.0,420.0,unknown,0
C02981,0,1,42.24,42.24,1,1.0,39.0,408.0,Toys,1
C02982,0,0,0.0,0.0,0,0.0,327.0,376.0,unknown,0
C02983,3,5,225.66,45.132,3,1.2,9.0,386.0,Fashion,0
C02984,0,1,145.94,145.94,1,3.0,37.0,304.0,Toys,0
C02985,1,3,198.70999999999998,66.23666666666666,3,2.0,12.0,435.0,Fashion,0
C02986,0,0,0.0,0.0,0,0.0,355.0,414.0,unknown,0
C02987,0,1,106.03,106.03,1,1.0,60.0,427.0,Electronics,0
C02988,0,0,0.0,0.0,0,0.0,308.0,416.0,unknown,0
C02989,1,2,40.23,20.115,2,1.0,0.0,349.0,Fashion,0
C02990,1,2,447.95,223.975,2,1.5,24.0,419.0,Beauty,0
C02991,0,2,135.34,67.67,2,2.5,48.0,375.0,Beauty,0
C02992,1,3,2270.2400000000002,756.7466666666668,3,1.6666666666666667,10.0,420.0,Electronics,0
C02993,0,0,0.0,0.0,0,0.0,367.0,438.0,unknown,0
C02994,0,0,0.0,0.0,0,0.0,95.0,387.0,unknown,0
C02995,0,0,0.0,0.0,0,0.0,125.0,420.0,unknown,1
C02996,0,1,849.45,849.45,1,2.0,62.0,412.0,Electronics,0
C02997,0,0,0.0,0.0,0,0.0,110.0,392.0,unknown,0
C02998,0,0,0.0,0.0,0,0.0,316.0,450.0,unknown,0
C02999,0,0,0.0,0.0,0,0.0,95.0,285.0,unknown,0
C03000,1,2,79.99,39.995,2,1.0,25.0,445.0,Beauty,1
C03001,0,1,51.98,51.98,1,1.0,52.0,358.0,Fashion,0
C03002,1,3,884.0899999999999,294.69666666666666,3,2.6666666666666665,18.0,367.0,Beauty,0
C03003,0,0,0.0,0.0,0,0.0,176.0,438.0,unknown,0
C03004,0,1,63.44,63.44,1,1.0,71.0,398.0,Beauty,0
C03005,4,11,3018.7400000000002,274.4309090909091,4,1.3636363636363635,3.0,446.0,Sports,1
C03006,0,0,0.0,0.0,0,0.0,128.0,263.0,unknown,0
C03007,0,0,0.0,0.0,0,0.0,383.0,383.0,unknown,0
C03008,2,4,313.95,78.4875,4,1.0,4.0,401.0,Beauty,1
C03009,0,2,378.91,189.455,2,2.5,80.0,295.0,Grocery,0
C03010,0,0,0.0,0.0,0,0.0,155.0,168.0,unknown,0
C03011,0,1,26.75,26.75,1,1.0,63.0,451.0,Grocery,0
C03012,0,2,171.67000000000002,85.83500000000001,2,1.0,38.0,273.0,Beauty,1
C03013,1,1,28.51,28.51,1,1.0,2.0,176.0,Beauty,0
C03014,0,1,22.15,22.15,1,1.0,58.0,247.0,Grocery,0
C03015,0,0,0.0,0.0,0,0.0,160.0,446.0,unknown,0
C03016,0,2,305.74,152.87,2,2.0,37.0,444.0,Fashion,1
C03017,0,2,51.42,25.71,2,1.0,37.0,353.0,Beauty,0
C03018,3,3,602.25,200.75,3,1.6666666666666667,12.0,434.0,Electronics,1
C03019,0,0,0.0,0.0,0,0.0,150.0,448.0,unknown,0
C03020,0,0,0.0,0.0,0,0.0,279.0,386.0,unknown,0
